N,P,K,temperature,humidity,ph,rainfall,label
34,70,79,18,15,7,75.54,chickpea
45,47,55,38,91,6,119.27,papaya
23,67,21,20,23,5,105.16,kidneybeans
40,50,17,28,85,6,48.63,mungbean
90,59,35,24,89,7,175.17,jute
66,59,37,24,78,7,164.74,jute
100,45,19,24,76,6,68.51,cotton
38,15,30,26,91,5,195.75,coconut
18,36,23,24,53,7,35.03,mothbeans
111,6,53,26,88,6,46.06,watermelon
89,85,55,26,76,6,91.73,banana
29,44,20,30,63,8,31.83,mothbeans
26,30,29,28,90,5,148.78,coconut
14,67,15,19,24,5,139.29,kidneybeans
33,80,22,28,65,6,70.09,blackgram
115,41,34,25,53,7,128.59,coffee
21,38,21,29,86,6,37.55,mungbean
31,58,15,27,84,7,51.53,mungbean
19,59,20,29,42,6,187.63,pigeonpeas
52,59,78,19,18,8,74.55,chickpea
37,36,26,32,52,4,94.49,mango
34,60,23,20,24,5,100.05,kidneybeans
70,53,35,26,70,7,200.02,jute
81,34,30,25,62,6,135.01,coffee
35,49,17,28,49,3,41.83,mothbeans
80,43,43,23,74,6,172.64,jute
23,45,21,31,51,8,74.44,mothbeans
20,27,41,20,92,5,110.58,pomegranate
27,62,18,29,67,7,67.53,blackgram
108,46,16,24,84,6,64.65,cotton
4,41,20,28,83,6,37.45,mungbean
64,60,42,21,81,5,228.94,rice
32,41,16,28,61,7,68.55,mothbeans
34,6,30,27,97,5,171.24,coconut
10,72,24,29,45,6,172.07,pigeonpeas
120,60,14,22,82,7,67.86,cotton
67,57,44,26,80,5,182.29,rice
34,61,49,28,93,6,117.82,papaya
35,131,202,22,94,5,102.18,apple
26,80,83,17,16,7,71.31,chickpea
101,74,51,25,81,5,96.49,banana
13,68,21,20,63,7,54.04,lentil
7,61,23,19,65,6,54.63,lentil
2,77,24,24,22,5,60.52,kidneybeans
33,37,19,27,86,7,43.48,mungbean
21,132,198,23,79,6,67.63,grapes
6,17,35,19,89,5,108.28,pomegranate
89,59,14,25,57,6,102.2,maize
15,123,204,22,92,6,115.38,apple
35,137,200,21,91,5,104.24,apple
91,40,19,25,65,6,106.13,maize
34,64,14,28,62,6,69.41,blackgram
129,43,16,25,77,6,78.58,cotton
1,66,23,19,56,4,173.17,pigeonpeas
58,69,84,17,19,7,81.83,chickpea
39,129,203,34,83,5,71.03,grapes
29,36,25,28,88,7,48.57,mungbean
93,73,50,25,80,5,109.84,banana
26,81,82,16,16,7,71.49,chickpea
116,5,54,25,80,6,57.23,watermelon
24,44,16,29,80,6,49.64,mungbean
82,53,42,23,81,5,231.28,rice
97,58,43,26,83,6,271.5,rice
12,77,22,16,18,5,87.76,kidneybeans
27,68,16,29,66,6,35.72,lentil
38,41,20,29,60,8,39.84,mothbeans
25,62,18,33,31,4,104.95,pigeonpeas
7,63,24,22,24,5,107.73,kidneybeans
18,12,35,26,96,6,131.34,coconut
22,58,23,27,51,4,34.02,mothbeans
79,42,35,25,82,6,293.99,rice
120,44,13,22,83,7,59.38,cotton
52,55,15,28,64,6,71.0,blackgram
19,138,201,23,91,5,109.93,apple
102,73,52,27,83,6,90.24,banana
26,22,27,29,50,5,96.43,mango
9,71,18,19,66,6,173.11,pigeonpeas
88,45,43,22,83,6,195.91,rice
17,58,25,31,43,6,32.77,mothbeans
40,51,17,28,86,6,50.02,mungbean
77,48,43,25,85,6,158.93,jute
20,41,20,29,89,7,50.92,mungbean
133,47,23,24,75,6,89.76,cotton
93,56,42,23,82,7,195.09,rice
95,23,45,27,90,6,21.19,muskmelon
63,40,45,25,86,7,196.56,jute
107,43,18,22,81,6,65.54,cotton
3,26,39,24,91,7,103.6,pomegranate
99,72,52,26,81,5,119.42,banana
11,29,40,19,89,6,111.28,pomegranate
4,58,13,18,20,5,134.33,kidneybeans
31,76,17,15,21,5,87.33,kidneybeans
80,43,15,23,72,6,65.91,maize
26,71,15,19,18,5,105.85,kidneybeans
14,56,13,30,82,6,39.91,mungbean
102,46,19,22,82,6,81.5,cotton
73,57,41,21,84,5,272.2,rice
56,67,78,17,16,8,77.82,chickpea
101,31,26,26,69,6,158.86,coffee
69,41,45,23,76,6,155.14,jute
34,62,55,27,90,6,238.5,papaya
33,72,22,29,60,5,102.92,pigeonpeas
117,76,47,25,77,6,93.1,banana
93,41,17,25,66,6,105.47,maize
91,94,46,29,76,6,92.83,banana
40,58,75,18,14,7,88.41,chickpea
31,13,33,27,95,5,205.03,coconut
104,47,18,23,76,7,90.76,cotton
132,52,19,24,76,6,61.88,cotton
101,37,18,22,82,7,92.92,cotton
7,63,24,19,64,6,53.2,lentil
76,44,45,25,84,6,168.78,jute
8,59,23,20,39,4,136.57,pigeonpeas
49,72,76,18,15,7,79.45,chickpea
37,126,196,23,90,5,107.17,apple
0,136,194,22,80,6,66.26,grapes
29,35,28,28,53,6,90.4,mango
81,49,20,18,60,5,104.23,maize
37,125,197,37,80,6,66.7,grapes
79,43,41,21,82,7,191.51,rice
22,36,16,30,50,8,64.59,mothbeans
93,89,47,28,85,5,109.8,banana
68,56,43,25,80,5,183.07,rice
87,21,52,27,94,6,25.31,muskmelon
4,47,20,25,64,4,72.19,mothbeans
31,43,17,29,83,6,49.88,mungbean
1,27,36,23,93,5,104.99,pomegranate
19,54,20,27,87,7,54.17,mungbean
29,43,16,29,83,6,49.88,mungbean
24,61,17,22,65,6,38.3,lentil
117,43,25,24,78,7,69.31,cotton
18,58,16,21,38,4,180.38,pigeonpeas
85,95,47,25,78,6,119.85,banana
85,52,45,26,82,7,265.54,rice
36,65,16,25,64,7,50.17,lentil
8,60,18,31,46,3,53.12,mothbeans
82,39,45,26,82,6,181.11,jute
27,64,21,25,41,5,109.99,pigeonpeas
35,52,19,27,89,6,37.46,mungbean
0,39,27,29,47,5,91.15,mango
81,52,41,23,81,5,235.79,rice
24,26,32,28,95,6,144.44,coconut
16,72,19,18,34,4,163.49,pigeonpeas
21,59,23,27,51,4,36.51,mothbeans
59,68,80,19,17,8,69.33,chickpea
38,59,21,36,62,5,162.61,pigeonpeas
3,62,20,24,59,6,48.44,lentil
89,83,46,28,77,5,108.34,banana
105,72,45,28,81,5,92.54,banana
11,80,19,21,65,5,37.78,lentil
67,48,44,26,82,7,280.54,rice
105,56,16,26,82,7,72.89,cotton
23,59,25,27,88,6,56.69,mungbean
9,76,25,28,50,5,179.22,pigeonpeas
23,6,33,29,92,6,204.96,coconut
88,50,23,26,69,6,104.04,maize
26,24,36,31,51,6,90.62,mango
36,55,20,27,84,6,55.3,mungbean
1,46,14,29,85,6,58.79,mungbean
9,8,15,14,94,7,110.22,orange
32,61,21,19,49,4,123.35,pigeonpeas
3,60,21,24,59,6,48.4,lentil
20,68,23,25,63,7,63.18,blackgram
21,5,41,25,90,7,108.67,pomegranate
18,4,10,20,90,6,103.38,orange
36,60,21,34,39,5,170.39,pigeonpeas
85,25,47,26,87,6,58.48,watermelon
82,42,44,21,83,6,233.86,rice
39,140,203,21,80,6,69.28,grapes
80,40,36,26,84,7,247.22,rice
6,74,18,22,62,5,97.85,pigeonpeas
0,58,23,27,87,7,43.56,mungbean
13,73,20,30,35,5,162.59,pigeonpeas
38,132,197,20,81,5,66.93,grapes
74,54,38,25,83,7,217.38,rice
2,67,16,18,34,4,107.91,pigeonpeas
22,67,78,17,14,6,72.33,chickpea
21,17,29,30,47,5,91.27,mango
13,57,25,28,86,6,50.47,mungbean
13,61,24,18,69,7,49.39,lentil
12,15,8,34,92,6,101.22,orange
60,54,43,23,81,7,264.05,rice
31,30,27,26,90,5,178.77,coconut
58,63,81,19,14,6,78.97,chickpea
12,7,11,16,90,7,106.16,orange
0,136,194,22,79,6,65.08,grapes
41,74,18,28,61,6,73.38,blackgram
89,47,38,25,72,6,154.66,jute
27,22,29,28,92,6,145.42,coconut
82,58,45,25,83,5,246.3,rice
34,48,17,27,87,6,54.95,mungbean
10,17,42,21,94,5,102.86,pomegranate
107,72,45,28,81,5,91.41,banana
3,67,21,27,61,6,49.34,lentil
17,74,17,26,69,7,37.11,lentil
95,30,52,29,90,6,26.04,muskmelon
4,8,33,26,100,6,225.08,coconut
27,80,24,28,61,7,49.02,lentil
44,59,78,20,19,7,84.78,chickpea
60,56,36,26,81,6,162.93,jute
92,34,42,22,80,6,201.84,rice
102,72,53,26,84,5,111.07,banana
95,74,50,25,80,5,108.66,banana
28,128,198,22,92,5,123.06,apple
118,50,19,22,82,6,66.48,cotton
10,72,22,19,24,5,116.08,kidneybeans
12,67,25,25,60,7,49.68,lentil
22,59,24,27,51,4,35.13,mothbeans
42,49,49,28,91,6,179.72,papaya
30,29,35,27,92,6,141.85,coconut
2,21,35,25,91,6,179.82,coconut
116,52,19,22,75,6,67.08,cotton
118,19,55,25,83,6,46.1,watermelon
33,74,22,29,59,5,102.87,pigeonpeas
71,35,24,22,59,5,67.97,maize
125,60,17,24,84,6,80.36,cotton
98,26,49,27,90,6,23.5,muskmelon
118,81,53,29,77,5,97.66,banana
35,135,199,21,80,6,69.4,grapes
0,23,33,29,54,6,93.9,mango
131,49,22,25,79,7,67.06,cotton
93,81,49,27,76,6,102.74,banana
23,28,33,28,94,6,145.1,coconut
55,65,46,38,93,6,219.64,papaya
25,70,23,28,60,7,76.37,blackgram
27,72,23,19,21,5,64.03,kidneybeans
31,76,16,28,64,7,42.06,lentil
109,31,27,23,50,6,164.5,coffee
0,26,30,24,95,5,195.06,coconut
16,139,203,17,80,6,65.85,grapes
131,35,18,24,82,7,64.03,cotton
74,55,17,19,62,5,63.06,maize
34,48,48,41,91,6,181.53,papaya
98,91,48,28,77,6,103.88,banana
18,118,194,18,81,5,71.53,grapes
29,32,29,26,89,5,178.49,coconut
8,120,196,24,82,6,69.82,grapes
13,69,19,17,20,5,115.2,kidneybeans
99,50,15,18,71,5,86.92,maize
39,17,45,18,90,6,104.88,pomegranate
0,70,21,36,56,4,101.61,pigeonpeas
27,60,17,26,63,7,64.42,blackgram
105,84,51,27,78,5,99.53,banana
11,67,23,25,63,6,45.5,lentil
40,49,17,31,45,6,53.57,mothbeans
8,50,21,28,89,6,50.5,mungbean
60,54,44,22,82,7,265.46,rice
27,71,23,23,46,7,150.87,pigeonpeas
95,16,54,25,87,6,39.99,watermelon
82,60,36,25,80,6,201.03,rice
29,22,43,19,87,5,106.04,pomegranate
24,67,21,20,22,5,106.29,kidneybeans
70,36,42,21,80,6,202.38,rice
117,86,51,25,84,5,114.73,banana
104,93,52,27,84,5,101.62,banana
97,73,45,26,79,5,114.24,banana
22,38,31,31,54,5,99.72,mango
13,132,203,23,82,6,73.24,grapes
37,36,25,27,47,5,88.98,mango
3,28,33,30,48,5,94.43,mango
37,79,14,21,62,5,41.86,lentil
105,17,35,23,68,6,171.88,coffee
16,139,202,17,81,6,65.77,grapes
38,76,19,22,60,4,160.36,pigeonpeas
67,45,38,22,81,7,261.23,rice
93,94,53,25,85,6,114.84,banana
71,46,40,20,81,7,195.29,rice
63,42,21,23,72,5,67.1,maize
12,80,19,21,65,5,34.36,lentil
120,20,34,23,50,6,130.38,coffee
13,30,36,20,90,6,106.54,pomegranate
44,60,76,19,15,6,81.68,chickpea
92,7,45,26,81,6,51.51,watermelon
36,78,78,20,15,7,89.55,chickpea
22,55,16,23,68,6,49.74,lentil
49,55,53,38,93,6,77.72,papaya
21,49,22,28,61,3,72.66,mothbeans
9,38,25,34,50,5,100.31,mango
9,51,19,27,49,5,48.25,mothbeans
51,59,78,19,18,8,76.5,chickpea
59,56,44,23,82,7,263.09,rice
83,58,46,25,82,5,245.55,rice
96,59,42,26,84,6,270.17,rice
19,36,22,25,58,6,57.05,mothbeans
22,80,20,23,18,5,100.12,kidneybeans
78,39,36,26,83,7,247.52,rice
25,57,19,17,19,5,88.0,kidneybeans
102,53,21,23,76,6,91.5,cotton
90,49,45,27,74,6,171.58,jute
42,67,77,18,15,7,78.7,chickpea
9,57,24,29,89,7,42.99,mungbean
7,56,23,29,89,7,44.86,mungbean
99,92,47,28,77,6,103.5,banana
37,62,22,24,61,7,49.78,lentil
12,61,24,18,69,7,48.74,lentil
41,66,77,19,15,7,73.1,chickpea
66,59,50,31,92,6,207.06,papaya
32,141,203,21,92,5,109.07,apple
16,77,23,31,36,6,100.7,pigeonpeas
36,23,14,19,91,7,108.98,orange
40,22,6,24,91,6,115.98,orange
113,38,25,22,79,7,90.42,cotton
12,36,32,35,51,5,95.33,mango
27,43,23,31,56,5,44.94,mothbeans
16,77,22,31,35,6,100.55,pigeonpeas
11,19,31,27,52,5,91.08,mango
6,77,20,25,60,6,49.14,lentil
116,26,29,27,68,7,114.51,coffee
114,30,51,29,90,6,25.93,muskmelon
74,53,36,26,84,7,257.55,rice
82,46,40,23,78,6,187.74,jute
8,33,29,29,49,6,91.82,mango
96,56,42,23,74,6,185.38,jute
71,46,40,20,82,7,191.95,rice
67,47,44,26,81,7,280.4,rice
48,70,76,19,17,6,86.03,chickpea
62,52,39,24,84,6,205.67,rice
91,25,26,24,66,7,180.51,coffee
22,54,79,17,15,6,75.05,chickpea
22,67,22,29,64,7,54.94,lentil
29,61,18,27,66,6,53.92,lentil
80,5,55,25,85,6,51.57,watermelon
30,143,199,23,90,5,102.26,apple
37,23,28,25,94,5,224.32,coconut
35,37,15,28,88,6,60.94,mungbean
9,56,16,28,81,6,36.36,mungbean
69,36,42,21,79,6,203.1,rice
35,54,19,27,84,6,56.06,mungbean
4,17,37,22,85,7,106.28,pomegranate
39,135,202,23,93,5,118.79,apple
31,79,76,18,16,8,88.95,chickpea
83,37,39,24,82,6,224.98,rice
86,94,50,28,78,6,108.81,banana
15,54,15,29,57,8,44.86,mothbeans
8,74,24,28,50,5,179.47,pigeonpeas
115,9,52,29,90,6,29.12,muskmelon
113,20,48,27,94,6,27.28,muskmelon
59,46,53,32,91,6,46.72,papaya
5,62,23,27,66,4,145.37,pigeonpeas
107,11,54,28,91,6,29.44,muskmelon
108,22,47,28,91,6,25.13,muskmelon
120,8,46,29,90,6,28.37,muskmelon
9,78,18,18,62,6,44.08,lentil
62,52,16,22,58,6,63.87,maize
12,57,22,21,62,6,51.03,lentil
127,53,24,22,76,6,70.41,cotton
60,55,78,20,16,8,81.54,chickpea
57,61,48,43,93,6,114.38,papaya
0,69,21,25,61,7,36.68,lentil
76,57,39,24,89,6,198.31,jute
9,65,20,30,34,5,156.28,pigeonpeas
87,25,46,27,90,6,21.75,muskmelon
38,60,20,29,60,7,46.8,lentil
10,53,24,28,55,7,61.33,mothbeans
20,60,22,29,42,6,186.92,pigeonpeas
67,66,50,40,90,6,92.32,papaya
100,74,50,26,81,6,108.2,banana
100,40,18,22,76,7,86.67,cotton
25,21,24,33,46,5,93.84,mango
70,68,45,33,92,6,203.4,papaya
85,57,40,21,80,7,228.8,rice
35,67,49,41,91,6,239.74,papaya
118,24,53,29,91,6,20.82,muskmelon
12,72,24,24,61,6,44.12,lentil
102,28,54,25,80,6,55.5,watermelon
15,34,30,32,49,5,95.41,mango
4,60,19,25,40,4,99.3,pigeonpeas
36,58,25,28,59,8,36.93,mothbeans
27,69,22,17,24,5,69.15,kidneybeans
20,28,26,26,91,5,167.05,coconut
19,17,31,31,44,5,93.82,mango
85,21,47,29,90,6,24.7,muskmelon
17,57,23,23,46,7,143.36,pigeonpeas
35,71,17,29,66,6,198.14,pigeonpeas
27,122,195,41,80,5,73.9,grapes
7,55,17,26,67,6,45.24,lentil
37,23,12,31,90,6,113.12,orange
39,77,21,22,60,4,159.69,pigeonpeas
43,64,47,38,91,6,102.27,papaya
67,43,38,25,70,7,195.86,jute
65,59,43,22,81,5,225.79,rice
118,18,52,25,83,6,48.92,watermelon
69,55,38,22,82,5,271.32,rice
31,55,22,22,21,5,109.23,kidneybeans
6,40,17,31,40,8,54.1,mothbeans
67,60,25,24,66,5,109.22,maize
36,72,20,29,63,5,189.43,pigeonpeas
42,62,75,18,18,7,81.85,chickpea
40,63,18,30,67,6,63.02,blackgram
66,47,36,24,74,6,175.57,jute
82,23,49,26,87,6,51.7,watermelon
11,58,22,21,63,6,50.57,lentil
75,36,44,23,74,6,153.74,jute
46,46,53,23,92,6,206.52,papaya
83,95,50,26,77,5,108.85,banana
35,23,40,24,94,7,104.78,pomegranate
34,47,48,41,91,6,180.9,papaya
29,44,15,29,82,6,51.37,mungbean
38,10,32,28,95,6,223.66,coconut
88,44,43,23,86,6,176.17,jute
117,89,48,28,80,5,118.99,banana
62,44,40,24,83,5,257.07,rice
17,62,15,30,32,7,179.19,pigeonpeas
60,55,36,26,80,7,150.63,jute
29,72,24,23,36,6,162.59,pigeonpeas
31,15,38,19,89,5,103.2,pomegranate
12,38,20,29,63,8,70.37,mothbeans
104,74,45,25,81,6,120.73,banana
32,139,198,35,82,6,66.54,grapes
117,79,49,25,81,6,112.83,banana
37,22,25,25,94,5,223.5,coconut
34,38,31,35,45,6,97.42,mango
12,66,20,27,63,7,43.39,lentil
3,72,24,36,57,6,122.65,pigeonpeas
25,66,25,36,37,5,161.31,pigeonpeas
63,45,42,25,84,5,208.76,rice
10,69,19,24,69,7,40.53,lentil
16,10,41,24,85,6,105.76,pomegranate
17,29,31,26,92,6,225.07,coconut
39,58,22,36,62,5,163.55,pigeonpeas
90,86,52,25,81,5,119.09,banana
78,43,41,20,81,7,261.57,rice
25,61,21,26,68,7,68.61,blackgram
44,58,18,28,65,6,72.5,blackgram
85,36,24,26,72,5,74.31,maize
6,68,20,19,32,6,156.41,pigeonpeas
98,6,54,29,93,6,23.12,muskmelon
28,69,16,29,66,6,35.7,lentil
34,57,17,33,35,4,139.82,pigeonpeas
23,29,44,20,85,6,101.7,pomegranate
72,45,34,25,82,5,194.48,rice
86,31,35,27,60,6,191.45,coffee
3,76,24,24,23,5,62.07,kidneybeans
60,34,42,23,83,5,220.26,rice
66,46,42,26,81,7,279.36,rice
5,29,44,21,93,5,104.78,pomegranate
58,46,39,24,80,7,231.09,rice
91,7,52,25,83,6,56.4,watermelon
56,65,44,38,94,6,217.67,papaya
23,75,19,24,64,7,49.88,lentil
104,73,46,29,80,6,90.45,banana
37,4,30,27,93,5,153.06,coconut
111,5,50,27,91,6,24.84,muskmelon
26,39,24,27,90,7,52.68,mungbean
131,52,16,23,84,6,88.54,cotton
28,57,17,30,61,9,61.87,mothbeans
58,73,16,33,65,6,64.9,blackgram
26,71,19,31,58,4,163.34,pigeonpeas
36,76,75,18,16,8,70.52,chickpea
28,20,44,23,93,6,105.39,pomegranate
99,72,55,26,81,5,115.69,banana
60,52,42,24,83,6,204.38,rice
92,40,30,23,55,6,171.7,coffee
39,56,16,29,46,6,165.75,pigeonpeas
74,55,19,18,62,6,84.24,maize
53,55,54,33,91,6,235.46,papaya
117,81,53,29,78,5,98.13,banana
7,53,19,28,81,7,39.15,mungbean
34,60,22,17,18,5,100.67,kidneybeans
29,45,16,28,87,6,43.12,mungbean
89,54,43,24,71,7,150.26,jute
75,49,14,21,71,5,102.59,maize
10,10,45,22,88,6,109.04,pomegranate
5,23,4,22,93,7,110.94,orange
43,61,20,26,61,6,63.52,blackgram
40,58,15,29,87,6,43.15,mungbean
8,25,36,19,94,6,104.03,pomegranate
108,72,44,25,84,6,90.02,banana
113,94,52,26,77,6,119.38,banana
67,43,37,26,84,5,187.79,rice
23,39,22,29,81,6,42.02,mungbean
56,59,55,37,91,6,188.52,papaya
12,61,24,19,63,7,45.67,lentil
3,9,45,23,89,6,104.62,pomegranate
39,69,53,25,93,6,241.82,papaya
8,28,29,25,94,6,136.42,coconut
67,47,39,25,76,6,184.7,jute
33,140,197,21,94,5,117.16,apple
54,66,52,36,93,6,104.42,papaya
91,37,34,26,76,7,157.74,jute
98,28,56,29,91,6,25.84,muskmelon
18,30,29,26,92,6,224.59,coconut
89,11,47,29,94,6,27.87,muskmelon
30,7,15,33,91,7,115.77,orange
71,54,16,22,63,5,87.76,maize
113,40,23,25,81,6,95.76,cotton
6,17,37,19,89,5,108.05,pomegranate
9,70,18,19,65,6,173.63,pigeonpeas
21,80,20,28,68,7,64.33,blackgram
21,31,32,35,51,5,90.3,mango
32,70,20,20,46,6,195.57,pigeonpeas
90,15,52,27,91,6,23.66,muskmelon
19,73,16,36,43,4,162.27,pigeonpeas
22,30,12,15,92,6,119.04,orange
42,60,19,26,61,6,65.04,blackgram
94,49,39,25,80,6,208.35,rice
38,12,28,26,90,5,196.03,coconut
26,21,29,35,52,5,90.92,mango
2,69,18,19,48,5,149.17,pigeonpeas
2,36,31,30,49,5,91.78,mango
37,144,197,11,80,6,66.34,grapes
10,143,197,22,93,5,122.2,apple
16,136,195,41,81,6,65.9,grapes
35,30,32,28,95,6,180.48,coconut
98,25,52,25,83,6,49.29,watermelon
82,38,34,25,52,7,137.47,coffee
5,144,205,21,92,6,102.8,apple
27,57,16,30,60,9,62.36,mothbeans
121,47,16,23,78,7,70.86,cotton
90,42,43,20,82,6,202.94,rice
20,45,16,29,54,4,45.44,mothbeans
111,39,22,22,80,6,88.57,cotton
39,5,31,27,93,5,150.95,coconut
5,67,20,18,60,5,138.74,pigeonpeas
21,20,31,25,99,5,165.82,coconut
96,41,40,23,72,6,190.42,jute
35,136,200,21,91,5,103.95,apple
58,71,15,27,67,6,72.25,blackgram
16,58,22,23,67,6,45.45,lentil
89,53,40,24,84,6,230.83,rice
87,28,35,26,57,6,152.06,coffee
27,55,20,19,21,5,94.91,kidneybeans
26,135,203,33,81,5,74.54,grapes
14,76,20,29,62,7,36.5,lentil
26,73,79,19,15,7,84.56,chickpea
30,36,20,27,86,6,36.22,mungbean
90,86,55,27,84,5,97.56,banana
11,39,21,28,62,8,70.47,mothbeans
52,50,52,38,92,6,211.39,papaya
58,69,83,20,17,6,72.63,chickpea
3,56,17,28,53,8,52.14,mothbeans
112,39,22,25,81,6,97.47,cotton
11,46,24,27,90,6,56.45,mungbean
3,8,34,27,100,6,224.71,coconut
71,56,41,21,85,5,271.57,rice
26,24,34,31,52,6,89.74,mango
31,29,34,24,95,6,165.56,coconut
72,42,43,26,80,6,181.29,jute
94,5,55,28,91,6,26.88,muskmelon
1,66,22,27,60,6,47.91,lentil
38,36,21,28,84,6,36.12,mungbean
90,90,54,25,80,6,96.03,banana
10,10,43,22,88,6,110.52,pomegranate
4,20,41,24,93,6,104.54,pomegranate
53,60,77,18,14,6,78.43,chickpea
16,143,204,23,91,5,121.9,apple
39,132,196,20,81,5,66.32,grapes
83,56,26,22,67,6,64.68,maize
1,76,19,24,46,6,177.34,pigeonpeas
39,57,19,29,45,6,165.41,pigeonpeas
4,13,6,15,94,7,101.47,orange
1,6,34,26,95,6,148.1,coconut
79,43,39,21,80,7,210.81,rice
5,21,38,22,90,6,112.46,pomegranate
28,76,82,20,14,6,83.76,chickpea
60,38,19,18,62,5,66.33,maize
49,54,50,25,93,6,97.26,papaya
114,40,23,25,81,6,95.43,cotton
101,17,55,24,87,6,44.64,watermelon
33,75,84,19,18,7,68.81,chickpea
4,69,20,19,47,5,148.23,pigeonpeas
30,13,25,27,91,6,164.92,coconut
38,14,37,21,94,6,102.65,pomegranate
111,5,47,28,91,6,21.18,muskmelon
46,79,76,17,16,7,73.56,chickpea
35,57,83,19,17,7,80.5,chickpea
35,57,24,28,59,8,37.64,mothbeans
81,45,35,26,80,6,218.92,rice
70,50,44,26,74,6,178.37,jute
11,142,203,31,82,5,65.01,grapes
7,16,39,18,91,6,104.96,pomegranate
95,88,53,28,78,6,95.41,banana
15,78,21,31,36,6,100.56,pigeonpeas
19,38,26,31,48,4,93.17,mango
27,79,15,24,60,6,51.49,lentil
20,79,77,18,16,7,76.33,chickpea
68,43,37,25,70,7,193.8,jute
105,95,50,27,83,5,101.05,banana
13,60,22,19,63,7,47.05,lentil
59,55,19,31,62,7,68.97,blackgram
2,39,15,28,82,6,49.62,mungbean
100,58,39,23,87,6,161.61,jute
100,41,22,22,84,7,93.47,cotton
87,6,45,29,90,6,22.84,muskmelon
8,69,20,19,24,5,127.03,kidneybeans
91,24,55,26,83,6,46.77,watermelon
37,60,52,31,95,6,47.42,papaya
111,48,23,25,78,6,64.06,cotton
7,15,32,25,95,6,174.8,coconut
68,45,41,23,80,4,262.82,rice
37,77,17,36,31,5,191.07,pigeonpeas
65,63,48,31,91,6,79.21,papaya
29,57,20,25,50,5,53.39,mothbeans
84,38,43,26,73,7,159.32,jute
87,36,15,20,58,5,68.32,maize
50,64,25,28,63,6,70.25,blackgram
97,36,45,22,81,6,278.08,rice
37,72,21,28,50,5,185.62,pigeonpeas
28,139,203,23,93,6,116.46,apple
106,49,24,23,76,6,90.65,cotton
116,76,47,25,77,6,92.22,banana
111,29,31,26,52,6,161.34,coffee
33,59,23,28,83,6,57.2,mungbean
71,45,39,20,82,7,192.3,rice
90,57,38,20,84,6,278.5,rice
18,26,31,32,47,5,91.1,mango
137,35,19,23,84,6,72.07,cotton
2,30,30,26,94,6,209.54,coconut
101,75,50,26,81,6,109.98,banana
16,57,21,27,85,6,38.37,mungbean
15,77,20,25,66,7,49.04,lentil
54,67,52,35,93,6,141.34,papaya
13,7,43,18,91,7,109.66,pomegranate
59,37,18,18,64,6,74.28,maize
100,74,50,26,80,6,111.35,banana
66,53,41,25,80,7,257.0,rice
89,48,20,24,67,6,72.48,maize
118,33,30,24,67,6,173.32,coffee
91,12,46,24,85,6,48.31,watermelon
19,14,12,28,90,6,116.62,orange
69,36,42,23,83,7,251.27,rice
15,51,21,31,50,3,33.81,mothbeans
89,60,19,25,66,5,78.07,maize
75,38,37,21,80,5,222.6,rice
32,120,204,10,83,6,67.39,grapes
40,58,22,36,62,5,162.05,pigeonpeas
74,37,37,23,85,6,286.64,rice
39,139,202,21,80,6,69.06,grapes
63,37,43,23,85,6,185.74,jute
24,69,15,19,18,5,103.87,kidneybeans
63,43,17,19,65,6,71.32,maize
49,71,76,19,17,6,85.58,chickpea
36,11,13,17,93,7,112.72,orange
0,65,15,23,23,5,95.84,kidneybeans
40,21,8,34,92,7,102.19,orange
6,37,33,28,54,6,96.83,mango
27,64,21,32,68,7,73.67,blackgram
25,72,21,31,58,4,159.95,pigeonpeas
17,64,18,36,58,6,124.6,pigeonpeas
26,17,30,32,51,6,96.6,mango
41,78,21,25,60,6,70.89,blackgram
77,45,42,23,77,7,156.6,jute
100,46,17,24,76,6,69.9,cotton
7,44,18,27,84,6,43.02,mungbean
17,73,15,19,34,5,199.17,pigeonpeas
9,21,33,32,53,5,96.77,mango
82,40,45,26,81,6,180.12,jute
82,56,24,22,68,6,63.86,maize
70,43,40,24,88,6,169.12,jute
59,62,46,43,93,6,112.62,papaya
100,71,54,26,84,5,108.41,banana
115,31,30,24,67,6,122.41,coffee
20,23,11,31,90,6,109.95,orange
88,84,54,26,76,6,92.52,banana
71,54,35,26,70,7,199.34,jute
60,48,42,20,84,6,239.43,rice
114,40,17,24,80,6,69.45,cotton
109,23,25,25,68,7,194.88,coffee
81,6,55,24,86,6,50.36,watermelon
32,137,204,22,93,5,117.73,apple
28,11,28,29,90,6,193.84,coconut
21,135,196,23,91,5,122.89,apple
112,25,52,24,84,6,58.24,watermelon
5,68,17,18,61,4,140.19,pigeonpeas
61,41,35,24,79,6,195.76,jute
65,62,51,31,90,6,207.07,papaya
98,70,45,26,82,5,101.45,banana
27,57,17,30,60,9,62.58,mothbeans
43,50,47,28,91,6,180.08,papaya
22,17,26,28,47,4,99.64,mango
31,40,22,29,86,6,55.1,mungbean
60,58,51,42,92,6,165.74,papaya
22,38,32,31,53,5,97.98,mango
126,37,21,25,84,6,77.03,cotton
86,59,35,25,82,6,243.51,rice
21,72,17,31,66,7,63.3,blackgram
93,88,47,28,84,5,110.8,banana
24,27,9,18,93,6,119.39,orange
29,11,5,23,91,7,104.42,orange
38,71,85,20,15,8,82.32,chickpea
10,72,22,29,44,6,172.4,pigeonpeas
